Domain,TagSet,Definition,hasSynonym,hasUnit,hasAbbreviation,Highest Superclass,can be named? (can be instantiated?),can be unnamed? (cannot be instantiated?),Author,Reviewed,Review Count,Discussion,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust System Subdomain,Exhaust Air Stack Flow Integral Time,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust System Subdomain,Exhaust Air Stack Flow Proportional Band,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust System Subdomain,Exhaust Air Stack Flow,,,,,Measurement Property,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust System Subdomain,Exhaust Fan Fire Control Panel Off,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust System Subdomain,Exhaust Fan Fire Control Panel On,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust System Subdomain,Exhaust Fan Overridden On,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust System Subdomain,Exhaust Fan Overridden Off,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermal Energy Storage Subdomain,Thermal Energy,,,,,Measurement Property,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermal Energy Storage Subdomain,Thermal Energy Storage Supply Water Differential Pressure Dead Band,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermal Energy Storage Subdomain,Thermal Energy Storage Supply Water Differential Pressure Integral Time,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermal Energy Storage Subdomain,Thermal Energy Storage Supply Water Differential Pressure Proportional Band,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compressor Subdomain,Compressor Overload Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Load Shed Command,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Load Shed Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Zone Standby Load Shed Command,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Zone Unoccupied Load Shed Command,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Standby Load Shed Switch,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Chilled Water Differential Pressure Load Shed Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Chilled Water Differential Pressure Load Shed Setpoint,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Chilled Water Differential Pressure Load Shed Reset,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Unoccupied Load Shed Switch,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Medium Temperature Hot Water Differential Pressure,,,,,Measurement Property,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Medium Temperature Hot Water Differential Pressure Load Shed Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Medium Temperature Hot Water Differential Pressure Load Shed Setpoint,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Medium Temperature Hot Water Differential Pressure Load Shed Reset,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Medium Temperature Hot Water Supply Temperature Load Shed Setpoint,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Medium Temperature Hot Water Supply Temperature Load Shed Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Response/Load Shed Subdomain,Medium Temperature Hot Water Differential Pressure Load Shed Reset,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,CRAC Stages,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,CRAC Temperature,,,,,Measurement Property,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Computer Room Air Conditioning,,,,CRAC,Equipment,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Condensate Leak Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Cooling On Off Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,System Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Dehumidification On Off Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Heating On Off Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Humidification On Off Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Econ-O-Cycle On Off Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,High Temperature Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,High Temperature Alarm Setpoint,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,High Humidity Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,High Humidity Alarm Setpoint,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Humidifier Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Humidifier Fault Indicator,,,,,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Humidify Command,,,,,Point,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Humidity Sensor,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Humidity Setpoint,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Liquid Detected Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Air Flow Loss Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Communication Loss Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Power Loss Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Emergency Power Loss Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Water Loss Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,CRAC Pump Start Stop Command,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Low Humidity Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Low Humidity Alarm Setpoint,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Low Suction Pressure Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Low Temperature Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Low Temperature Alarm Setpoint,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Fan Overload Alarm,,,,,Point,,,Bharath,,,Also part of CRAC,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Emergency Power Off,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Emergency Power Off System,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Emergency Power Off System Enable,,,,,Point,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Emergency Power Off Switch,,Emergency Power Off Command,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,High Head Pressure Alarm,,,,,Point,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Humidity Tolerance,,,,,Point,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Temperature Tolerance,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Smoke Detected Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Emergency Power Off Activated by High Temperature,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Emergency Power Off Activated by Leak Detection System,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Standby Fan Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Standby Glycool Unit On Off Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Standby Unit On Off Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Alarm Delay,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Emergency Power Off Enable Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Humidifier Panel No Water Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Temperature Setpoint,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Unit Turned Off Locally,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Unit Turned Off Remotely,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Unit Run Command,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Unit Run Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Unit Hold,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Unit Failed Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,CRAC Capacity,,,,,Point,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,Short Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Room Air Conditioning Unit Subdomain,short cycle alarm,,,,,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Control Panel Subdomain,AHU On Status LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Control Panel Subdomain,AHU Off Status LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Control Panel Subdomain,Exhaust Fan On Status LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Control Panel Subdomain,Exhaust Fan Off Status LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location Domain,Room,,,,,Building Region,,,,,,"(A TagSet with single Tag, Jason)",,,,,,,,,,,,,,,,,,,,,,,,,
Location Domain,HVAC Zone,,,,,Building Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location Domain,Floor,,,,,Building Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location Domain,Building,,,,,Building Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Concept,Digital Input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Concept,Analog Input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Concept,Digital Output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Concept,Analog Output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physical Concept,Air Flow,,,,,,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Domain,Power Meter,,,,,Equipment,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Generator Subdomain,Emergency Generator Alarm,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Generator Subdomain,Emergency Generator Status,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Panel Domain,Battery Voltage,,,,,Measurement Property,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Panel Domain,PV Current Output,,PV System Output,,,Measurement Property,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Panel Domain,Solar Azimuth Angle,,,,,Measurement Property,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Panel Domain,Solar Zenith Angle,,,,,Measurement Property,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Domain,Outside Enthalpy,,,,,Measurement Property,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Domain,Relative Humidity,,,,,Measurement Property,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Domain,Wind Direction,,,,,Measurement Property,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Domain,Wind Speed,,,,,Measurement Property,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weather Domain,Solar Radiance,,,,,Measurement Property,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steam Domain,Monthly Usage to Date,,,,,Point,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steam Domain,Yearly Usage To Date,,,,,Point,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steam Domain,Usage Today,,,,,Point,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steam Domain,Peak Energy Today,,,,,Point,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steam Domain,Current Usage,,,,,Point,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Domain,Even Month Indicator,,,,,Point,,,Bharath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
